"CODE","NAME","YEAR","ANTIGEN","ANTIGEN_DESCRIPTION","COVERAGE"
"CRI","Costa Rica",2010,"MCV1","Measles-containing vaccine, 1st dose",83
"CRI","Costa Rica",2010,"MCV2","Measles-containing vaccine, 2nd dose",79
"CIV","Côte d'Ivoire",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"CIV","Côte d'Ivoire",2010,"MCV1","Measles-containing vaccine, 1st dose",64
"HRV","Croatia",2010,"MCV1","Measles-containing vaccine, 1st dose",96
"HRV","Croatia",2010,"MCV2","Measles-containing vaccine, 2nd dose",98
"CUB","Cuba",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"CUB","Cuba",2010,"MCV2","Measles-containing vaccine, 2nd dose",98
"CYP","Cyprus",2010,"MCV2","Measles-containing vaccine, 2nd dose",88
"CYP","Cyprus",2010,"MCV1","Measles-containing vaccine, 1st dose",87
"CZE","Czechia",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"CZE","Czechia",2010,"MCV2","Measles-containing vaccine, 2nd dose",98
"PRK","Democratic People's Republic of Korea",2010,"MCV2","Measles-containing vaccine, 2nd dose",76
"PRK","Democratic People's Republic of Korea",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"COD","Democratic Republic of the Congo",2010,"MCV1","Measles-containing vaccine, 1st dose",66
"COD","Democratic Republic of the Congo",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"DNK","Denmark",2010,"MCV1","Measles-containing vaccine, 1st dose",85
"DNK","Denmark",2010,"MCV2","Measles-containing vaccine, 2nd dose",85
"DJI","Djibouti",2010,"MCV1","Measles-containing vaccine, 1st dose",85
"DJI","Djibouti",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"DMA","Dominica",2010,"MCV2","Measles-containing vaccine, 2nd dose",95
"DMA","Dominica",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"DOM","Dominican Republic",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"DOM","Dominican Republic",2010,"MCV1","Measles-containing vaccine, 1st dose",85
"ECU","Ecuador",2010,"MCV1","Measles-containing vaccine, 1st dose",95
"ECU","Ecuador",2010,"MCV2","Measles-containing vaccine, 2nd dose",91
"EGY","Egypt",2010,"MCV2","Measles-containing vaccine, 2nd dose",97
"EGY","Egypt",2010,"MCV1","Measles-containing vaccine, 1st dose",96
"SLV","El Salvador",2010,"MCV2","Measles-containing vaccine, 2nd dose",78
"SLV","El Salvador",2010,"MCV1","Measles-containing vaccine, 1st dose",92
"GNQ","Equatorial Guinea",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GNQ","Equatorial Guinea",2010,"MCV1","Measles-containing vaccine, 1st dose",44
"ERI","Eritrea",2010,"MCV1","Measles-containing vaccine, 1st dose",95
"ERI","Eritrea",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"EST","Estonia",2010,"MCV2","Measles-containing vaccine, 2nd dose",95
"EST","Estonia",2010,"MCV1","Measles-containing vaccine, 1st dose",95
"SWZ","Eswatini",2010,"MCV1","Measles-containing vaccine, 1st dose",94
"SWZ","Eswatini",2010,"MCV2","Measles-containing vaccine, 2nd dose",99
"ETH","Ethiopia",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"ETH","Ethiopia",2010,"MCV1","Measles-containing vaccine, 1st dose",64
"FJI","Fiji",2010,"MCV1","Measles-containing vaccine, 1st dose",96
"FJI","Fiji",2010,"MCV2","Measles-containing vaccine, 2nd dose",93
"FIN","Finland",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"FIN","Finland",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"FRA","France",2010,"MCV2","Measles-containing vaccine, 2nd dose",61
"FRA","France",2010,"MCV1","Measles-containing vaccine, 1st dose",89
"GAB","Gabon",2010,"MCV1","Measles-containing vaccine, 1st dose",62
"GAB","Gabon",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GMB","Gambia",2010,"MCV1","Measles-containing vaccine, 1st dose",92
"GMB","Gambia",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GEO","Georgia",2010,"MCV2","Measles-containing vaccine, 2nd dose",84
"GEO","Georgia",2010,"MCV1","Measles-containing vaccine, 1st dose",94
"DEU","Germany",2010,"MCV1","Measles-containing vaccine, 1st dose",97
"DEU","Germany",2010,"MCV2","Measles-containing vaccine, 2nd dose",93
"GHA","Ghana",2010,"MCV1","Measles-containing vaccine, 1st dose",93
"GHA","Ghana",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GRC","Greece",2010,"MCV2","Measles-containing vaccine, 2nd dose",77
"GRC","Greece",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"GRD","Grenada",2010,"MCV1","Measles-containing vaccine, 1st dose",95
"GRD","Grenada",2010,"MCV2","Measles-containing vaccine, 2nd dose",86
"GTM","Guatemala",2010,"MCV1","Measles-containing vaccine, 1st dose",93
"GTM","Guatemala",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GIN","Guinea",2010,"MCV1","Measles-containing vaccine, 1st dose",58
"GIN","Guinea",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GNB","Guinea-Bissau",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GNB","Guinea-Bissau",2010,"MCV1","Measles-containing vaccine, 1st dose",76
"GUY","Guyana",2010,"MCV2","Measles-containing vaccine, 2nd dose",82
"GUY","Guyana",2010,"MCV1","Measles-containing vaccine, 1st dose",95
"HTI","Haiti",2010,"MCV1","Measles-containing vaccine, 1st dose",64
"HTI","Haiti",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"HND","Honduras",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"HND","Honduras",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"HUN","Hungary",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"HUN","Hungary",2010,"MCV2","Measles-containing vaccine, 2nd dose",99
"ISL","Iceland",2010,"MCV2","Measles-containing vaccine, 2nd dose",92
"ISL","Iceland",2010,"MCV1","Measles-containing vaccine, 1st dose",93
"IND","India",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"IND","India",2010,"MCV1","Measles-containing vaccine, 1st dose",82
"IDN","Indonesia",2010,"MCV2","Measles-containing vaccine, 2nd dose",74
"IDN","Indonesia",2010,"MCV1","Measles-containing vaccine, 1st dose",78
"IRN","Iran (Islamic Republic of)",2010,"MCV2","Measles-containing vaccine, 2nd dose",99
"IRN","Iran (Islamic Republic of)",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"IRQ","Iraq",2010,"MCV2","Measles-containing vaccine, 2nd dose",77
"IRQ","Iraq",2010,"MCV1","Measles-containing vaccine, 1st dose",75
"IRL","Ireland",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"IRL","Ireland",2010,"MCV1","Measles-containing vaccine, 1st dose",90
"ISR","Israel",2010,"MCV2","Measles-containing vaccine, 2nd dose",93
"ISR","Israel",2010,"MCV1","Measles-containing vaccine, 1st dose",96
"ITA","Italy",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"ITA","Italy",2010,"MCV1","Measles-containing vaccine, 1st dose",91
"JAM","Jamaica",2010,"MCV1","Measles-containing vaccine, 1st dose",89
"JAM","Jamaica",2010,"MCV2","Measles-containing vaccine, 2nd dose",56
"JPN","Japan",2010,"MCV2","Measles-containing vaccine, 2nd dose",97
"JPN","Japan",2010,"MCV1","Measles-containing vaccine, 1st dose",94
"JOR","Jordan",2010,"MCV2","Measles-containing vaccine, 2nd dose",95
"JOR","Jordan",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"KAZ","Kazakhstan",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"KAZ","Kazakhstan",2010,"MCV2","Measles-containing vaccine, 2nd dose",99
"KEN","Kenya",2010,"MCV1","Measles-containing vaccine, 1st dose",86
"KEN","Kenya",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"KIR","Kiribati",2010,"MCV1","Measles-containing vaccine, 1st dose",89
"KIR","Kiribati",2010,"MCV2","Measles-containing vaccine, 2nd dose",21
"KWT","Kuwait",2010,"MCV2","Measles-containing vaccine, 2nd dose",99
"KWT","Kuwait",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"KGZ","Kyrgyzstan",2010,"MCV2","Measles-containing vaccine, 2nd dose",98
"KGZ","Kyrgyzstan",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"LAO","Lao People's Democratic Republic",2010,"MCV1","Measles-containing vaccine, 1st dose",64
"LAO","Lao People's Democratic Republic",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"LVA","Latvia",2010,"MCV2","Measles-containing vaccine, 2nd dose",93
"LVA","Latvia",2010,"MCV1","Measles-containing vaccine, 1st dose",95
"LBN","Lebanon",2010,"MCV2","Measles-containing vaccine, 2nd dose",73
"LBN","Lebanon",2010,"MCV1","Measles-containing vaccine, 1st dose",80
"LSO","Lesotho",2010,"MCV2","Measles-containing vaccine, 2nd dose",81
"LSO","Lesotho",2010,"MCV1","Measles-containing vaccine, 1st dose",88
"LBR","Liberia",2010,"MCV1","Measles-containing vaccine, 1st dose",65
"LBR","Liberia",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"LBY","Libya",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"LBY","Libya",2010,"MCV2","Measles-containing vaccine, 2nd dose",97
"LTU","Lithuania",2010,"MCV1","Measles-containing vaccine, 1st dose",96
"LTU","Lithuania",2010,"MCV2","Measles-containing vaccine, 2nd dose",95
"LUX","Luxembourg",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"LUX","Luxembourg",2010,"MCV1","Measles-containing vaccine, 1st dose",96
"MDG","Madagascar",2010,"MCV1","Measles-containing vaccine, 1st dose",66
"MDG","Madagascar",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MWI","Malawi",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MWI","Malawi",2010,"MCV1","Measles-containing vaccine, 1st dose",93
"MYS","Malaysia",2010,"MCV1","Measles-containing vaccine, 1st dose",95
"MYS","Malaysia",2010,"MCV2","Measles-containing vaccine, 2nd dose",95
"MDV","Maldives",2010,"MCV2","Measles-containing vaccine, 2nd dose",96
"MDV","Maldives",2010,"MCV1","Measles-containing vaccine, 1st dose",97
"MLI","Mali",2010,"MCV1","Measles-containing vaccine, 1st dose",78
"MLI","Mali",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MLT","Malta",2010,"MCV2","Measles-containing vaccine, 2nd dose",85
"MLT","Malta",2010,"MCV1","Measles-containing vaccine, 1st dose",73
"MHL","Marshall Islands",2010,"MCV1","Measles-containing vaccine, 1st dose",97
"MHL","Marshall Islands",2010,"MCV2","Measles-containing vaccine, 2nd dose",90
"MRT","Mauritania",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MRT","Mauritania",2010,"MCV1","Measles-containing vaccine, 1st dose",67
"MUS","Mauritius",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"MUS","Mauritius",2010,"MCV2","Measles-containing vaccine, 2nd dose",90
"MEX","Mexico",2010,"MCV1","Measles-containing vaccine, 1st dose",95
"MEX","Mexico",2010,"MCV2","Measles-containing vaccine, 2nd dose",91
"FSM","Micronesia (Federated States of)",2010,"MCV1","Measles-containing vaccine, 1st dose",80
"FSM","Micronesia (Federated States of)",2010,"MCV2","Measles-containing vaccine, 2nd dose",75
"MCO","Monaco",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MCO","Monaco",2010,"MCV1","Measles-containing vaccine, 1st dose",93
"MNG","Mongolia",2010,"MCV1","Measles-containing vaccine, 1st dose",97
"MNG","Mongolia",2010,"MCV2","Measles-containing vaccine, 2nd dose",95
"MNE","Montenegro",2010,"MCV1","Measles-containing vaccine, 1st dose",90
"MNE","Montenegro",2010,"MCV2","Measles-containing vaccine, 2nd dose",97
"MAR","Morocco",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MAR","Morocco",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"MOZ","Mozambique",2010,"MCV1","Measles-containing vaccine, 1st dose",82
"MOZ","Mozambique",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MMR","Myanmar",2010,"MCV1","Measles-containing vaccine, 1st dose",88
"MMR","Myanmar",2010,"MCV2","Measles-containing vaccine, 2nd dose",75
"NAM","Namibia",2010,"MCV1","Measles-containing vaccine, 1st dose",75
"NAM","Namibia",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NRU","Nauru",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"NRU","Nauru",2010,"MCV2","Measles-containing vaccine, 2nd dose",99
"NPL","Nepal",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NPL","Nepal",2010,"MCV1","Measles-containing vaccine, 1st dose",86
"NLD","Netherlands (Kingdom of the)",2010,"MCV2","Measles-containing vaccine, 2nd dose",92
"NLD","Netherlands (Kingdom of the)",2010,"MCV1","Measles-containing vaccine, 1st dose",96
"NZL","New Zealand",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NZL","New Zealand",2010,"MCV1","Measles-containing vaccine, 1st dose",91
"NIC","Nicaragua",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"NIC","Nicaragua",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NER","Niger",2010,"MCV1","Measles-containing vaccine, 1st dose",67
"NER","Niger",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NGA","Nigeria",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NGA","Nigeria",2010,"MCV1","Measles-containing vaccine, 1st dose",56
"NIU","Niue",2010,"MCV2","Measles-containing vaccine, 2nd dose",99
"NIU","Niue",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"MKD","North Macedonia",2010,"MCV2","Measles-containing vaccine, 2nd dose",99
"MKD","North Macedonia",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"NOR","Norway",2010,"MCV2","Measles-containing vaccine, 2nd dose",97
"NOR","Norway",2010,"MCV1","Measles-containing vaccine, 1st dose",93
"PSE","occupied Palestinian territory, including east Jerusalem",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"PSE","occupied Palestinian territory, including east Jerusalem",2010,"MCV2","Measles-containing vaccine, 2nd dose",94
"OMN","Oman",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"OMN","Oman",2010,"MCV2","Measles-containing vaccine, 2nd dose",99
"PAK","Pakistan",2010,"MCV2","Measles-containing vaccine, 2nd dose",34
"PAK","Pakistan",2010,"MCV1","Measles-containing vaccine, 1st dose",57
"PLW","Palau",2010,"MCV1","Measles-containing vaccine, 1st dose",39
"PLW","Palau",2010,"MCV2","Measles-containing vaccine, 2nd dose",39
"PAN","Panama",2010,"MCV1","Measles-containing vaccine, 1st dose",97
"PAN","Panama",2010,"MCV2","Measles-containing vaccine, 2nd dose",73
"PNG","Papua New Guinea",2010,"MCV1","Measles-containing vaccine, 1st dose",63
"PNG","Papua New Guinea",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"PRY","Paraguay",2010,"MCV2","Measles-containing vaccine, 2nd dose",77
"PRY","Paraguay",2010,"MCV1","Measles-containing vaccine, 1st dose",93
"PER","Peru",2010,"MCV2","Measles-containing vaccine, 2nd dose",56
"PER","Peru",2010,"MCV1","Measles-containing vaccine, 1st dose",94
"PHL","Philippines",2010,"MCV1","Measles-containing vaccine, 1st dose",87
"PHL","Philippines",2010,"MCV2","Measles-containing vaccine, 2nd dose",10
"POL","Poland",2010,"MCV2","Measles-containing vaccine, 2nd dose",94
"POL","Poland",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"PRT","Portugal",2010,"MCV1","Measles-containing vaccine, 1st dose",96
"PRT","Portugal",2010,"MCV2","Measles-containing vaccine, 2nd dose",95
"QAT","Qatar",2010,"MCV2","Measles-containing vaccine, 2nd dose",98
"QAT","Qatar",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"KOR","Republic of Korea",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"KOR","Republic of Korea",2010,"MCV2","Measles-containing vaccine, 2nd dose",98
"MDA","Republic of Moldova",2010,"MCV1","Measles-containing vaccine, 1st dose",97
"MDA","Republic of Moldova",2010,"MCV2","Measles-containing vaccine, 2nd dose",98
"ROU","Romania",2010,"MCV2","Measles-containing vaccine, 2nd dose",93
"ROU","Romania",2010,"MCV1","Measles-containing vaccine, 1st dose",95
"RUS","Russian Federation",2010,"MCV2","Measles-containing vaccine, 2nd dose",98
"RUS","Russian Federation",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"RWA","Rwanda",2010,"MCV1","Measles-containing vaccine, 1st dose",95
"RWA","Rwanda",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"KNA","Saint Kitts and Nevis",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"KNA","Saint Kitts and Nevis",2010,"MCV2","Measles-containing vaccine, 2nd dose",99
"LCA","Saint Lucia",2010,"MCV1","Measles-containing vaccine, 1st dose",95
"LCA","Saint Lucia",2010,"MCV2","Measles-containing vaccine, 2nd dose",74
"VCT","Saint Vincent and the Grenadines",2010,"MCV2","Measles-containing vaccine, 2nd dose",89
"VCT","Saint Vincent and the Grenadines",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"WSM","Samoa",2010,"MCV1","Measles-containing vaccine, 1st dose",56
"WSM","Samoa",2010,"MCV2","Measles-containing vaccine, 2nd dose",30
"SMR","San Marino",2010,"MCV1","Measles-containing vaccine, 1st dose",88
"SMR","San Marino",2010,"MCV2","Measles-containing vaccine, 2nd dose",90
"STP","Sao Tome and Principe",2010,"MCV1","Measles-containing vaccine, 1st dose",92
"STP","Sao Tome and Principe",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"SAU","Saudi Arabia",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"SAU","Saudi Arabia",2010,"MCV2","Measles-containing vaccine, 2nd dose",98
"SEN","Senegal",2010,"MCV1","Measles-containing vaccine, 1st dose",81
"SEN","Senegal",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"SRB","Serbia",2010,"MCV1","Measles-containing vaccine, 1st dose",95
"SRB","Serbia",2010,"MCV2","Measles-containing vaccine, 2nd dose",91
"SYC","Seychelles",2010,"MCV2","Measles-containing vaccine, 2nd dose",98
"SYC","Seychelles",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"SLE","Sierra Leone",2010,"MCV1","Measles-containing vaccine, 1st dose",82
"SLE","Sierra Leone",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"SGP","Singapore",2010,"MCV2","Measles-containing vaccine, 2nd dose",96
"SGP","Singapore",2010,"MCV1","Measles-containing vaccine, 1st dose",95
"SVK","Slovakia",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"SVK","Slovakia",2010,"MCV2","Measles-containing vaccine, 2nd dose",99
"SVN","Slovenia",2010,"MCV1","Measles-containing vaccine, 1st dose",95
"SVN","Slovenia",2010,"MCV2","Measles-containing vaccine, 2nd dose",96
"SLB","Solomon Islands",2010,"MCV1","Measles-containing vaccine, 1st dose",74
"SLB","Solomon Islands",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"SOM","Somalia",2010,"MCV1","Measles-containing vaccine, 1st dose",46
"SOM","Somalia",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"ZAF","South Africa",2010,"MCV2","Measles-containing vaccine, 2nd dose",55
"ZAF","South Africa",2010,"MCV1","Measles-containing vaccine, 1st dose",72
"ESP","Spain",2010,"MCV2","Measles-containing vaccine, 2nd dose",92
"ESP","Spain",2010,"MCV1","Measles-containing vaccine, 1st dose",95
"LKA","Sri Lanka",2010,"MCV2","Measles-containing vaccine, 2nd dose",99
"LKA","Sri Lanka",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"SDN","Sudan",2010,"MCV1","Measles-containing vaccine, 1st dose",90
"SDN","Sudan",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"SUR","Suriname",2010,"MCV1","Measles-containing vaccine, 1st dose",87
"SUR","Suriname",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"SWE","Sweden",2010,"MCV2","Measles-containing vaccine, 2nd dose",94
"SWE","Sweden",2010,"MCV1","Measles-containing vaccine, 1st dose",97
"CHE","Switzerland",2010,"MCV2","Measles-containing vaccine, 2nd dose",83
"CHE","Switzerland",2010,"MCV1","Measles-containing vaccine, 1st dose",92
"SYR","Syrian Arab Republic",2010,"MCV1","Measles-containing vaccine, 1st dose",82
"SYR","Syrian Arab Republic",2010,"MCV2","Measles-containing vaccine, 2nd dose",82
"TJK","Tajikistan",2010,"MCV1","Measles-containing vaccine, 1st dose",94
"TJK","Tajikistan",2010,"MCV2","Measles-containing vaccine, 2nd dose",95
"THA","Thailand",2010,"MCV2","Measles-containing vaccine, 2nd dose",91
"THA","Thailand",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"TLS","Timor-Leste",2010,"MCV1","Measles-containing vaccine, 1st dose",66
"TLS","Timor-Leste",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"TGO","Togo",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"TGO","Togo",2010,"MCV1","Measles-containing vaccine, 1st dose",68
"TON","Tonga",2010,"MCV2","Measles-containing vaccine, 2nd dose",98
"TON","Tonga",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"TTO","Trinidad and Tobago",2010,"MCV1","Measles-containing vaccine, 1st dose",92
"TTO","Trinidad and Tobago",2010,"MCV2","Measles-containing vaccine, 2nd dose",82
"TUN","Tunisia",2010,"MCV2","Measles-containing vaccine, 2nd dose",98
"TUN","Tunisia",2010,"MCV1","Measles-containing vaccine, 1st dose",97
"TUR","Türkiye",2010,"MCV2","Measles-containing vaccine, 2nd dose",91
"TUR","Türkiye",2010,"MCV1","Measles-containing vaccine, 1st dose",97
"TKM","Turkmenistan",2010,"MCV2","Measles-containing vaccine, 2nd dose",99
"TKM","Turkmenistan",2010,"MCV1","Measles-containing vaccine, 1st dose",99
"TUV","Tuvalu",2010,"MCV2","Measles-containing vaccine, 2nd dose",87
"TUV","Tuvalu",2010,"MCV1","Measles-containing vaccine, 1st dose",85
"UGA","Uganda",2010,"MCV1","Measles-containing vaccine, 1st dose",73
"UGA","Uganda",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"UKR","Ukraine",2010,"MCV1","Measles-containing vaccine, 1st dose",56
"UKR","Ukraine",2010,"MCV2","Measles-containing vaccine, 2nd dose",41
"ARE","United Arab Emirates",2010,"MCV1","Measles-containing vaccine, 1st dose",94
"ARE","United Arab Emirates",2010,"MCV2","Measles-containing vaccine, 2nd dose",94
"GBR","United Kingdom of Great Britain and Northern Ireland",2010,"MCV1","Measles-containing vaccine, 1st dose",89
"GBR","United Kingdom of Great Britain and Northern Ireland",2010,"MCV2","Measles-containing vaccine, 2nd dose",84
"TZA","United Republic of Tanzania",2010,"MCV1","Measles-containing vaccine, 1st dose",92
"TZA","United Republic of Tanzania",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"USA","United States of America",2010,"MCV1","Measles-containing vaccine, 1st dose",92
"USA","United States of America",2010,"MCV2","Measles-containing vaccine, 2nd dose",89
"URY","Uruguay",2010,"MCV1","Measles-containing vaccine, 1st dose",95
"URY","Uruguay",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"UZB","Uzbekistan",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"UZB","Uzbekistan",2010,"MCV2","Measles-containing vaccine, 2nd dose",54
"VUT","Vanuatu",2010,"MCV1","Measles-containing vaccine, 1st dose",70
"VUT","Vanuatu",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"VEN","Venezuela (Bolivarian Republic of)",2010,"MCV2","Measles-containing vaccine, 2nd dose",31
"VEN","Venezuela (Bolivarian Republic of)",2010,"MCV1","Measles-containing vaccine, 1st dose",79
"VNM","Viet Nam",2010,"MCV1","Measles-containing vaccine, 1st dose",98
"VNM","Viet Nam",2010,"MCV2","Measles-containing vaccine, 2nd dose",98
"YEM","Yemen",2010,"MCV1","Measles-containing vaccine, 1st dose",68
"YEM","Yemen",2010,"MCV2","Measles-containing vaccine, 2nd dose",43
"ZMB","Zambia",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"ZMB","Zambia",2010,"MCV1","Measles-containing vaccine, 1st dose",96
"ZWE","Zimbabwe",2010,"MCV2","Measles-containing vaccine, 2nd dose",NA
"ZWE","Zimbabwe",2010,"MCV1","Measles-containing vaccine, 1st dose",90
"AFG","Afghanistan",2009,"MCV1","Measles-containing vaccine, 1st dose",60
"AFG","Afghanistan",2009,"MCV2","Measles-containing vaccine, 2nd dose",24
"ALB","Albania",2009,"MCV1","Measles-containing vaccine, 1st dose",97
"ALB","Albania",2009,"MCV2","Measles-containing vaccine, 2nd dose",98
"DZA","Algeria",2009,"MCV1","Measles-containing vaccine, 1st dose",92
"DZA","Algeria",2009,"MCV2","Measles-containing vaccine, 2nd dose",98
"AND","Andorra",2009,"MCV1","Measles-containing vaccine, 1st dose",98
"AND","Andorra",2009,"MCV2","Measles-containing vaccine, 2nd dose",82
"AGO","Angola",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"AGO","Angola",2009,"MCV1","Measles-containing vaccine, 1st dose",46
"ATG","Antigua and Barbuda",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"ATG","Antigua and Barbuda",2009,"MCV2","Measles-containing vaccine, 2nd dose",94
"ARG","Argentina",2009,"MCV1","Measles-containing vaccine, 1st dose",96
"ARG","Argentina",2009,"MCV2","Measles-containing vaccine, 2nd dose",96
"ARM","Armenia",2009,"MCV2","Measles-containing vaccine, 2nd dose",96
"ARM","Armenia",2009,"MCV1","Measles-containing vaccine, 1st dose",96
"AUS","Australia",2009,"MCV2","Measles-containing vaccine, 2nd dose",82
"AUS","Australia",2009,"MCV1","Measles-containing vaccine, 1st dose",94
"AUT","Austria",2009,"MCV2","Measles-containing vaccine, 2nd dose",64
"AUT","Austria",2009,"MCV1","Measles-containing vaccine, 1st dose",76
"AZE","Azerbaijan",2009,"MCV2","Measles-containing vaccine, 2nd dose",83
"AZE","Azerbaijan",2009,"MCV1","Measles-containing vaccine, 1st dose",85
"BHS","Bahamas",2009,"MCV2","Measles-containing vaccine, 2nd dose",76
"BHS","Bahamas",2009,"MCV1","Measles-containing vaccine, 1st dose",98
"BHR","Bahrain",2009,"MCV2","Measles-containing vaccine, 2nd dose",99
"BHR","Bahrain",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"BGD","Bangladesh",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"BGD","Bangladesh",2009,"MCV1","Measles-containing vaccine, 1st dose",93
"BRB","Barbados",2009,"MCV1","Measles-containing vaccine, 1st dose",94
"BRB","Barbados",2009,"MCV2","Measles-containing vaccine, 2nd dose",97
"BLR","Belarus",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"BLR","Belarus",2009,"MCV2","Measles-containing vaccine, 2nd dose",99
"BEL","Belgium",2009,"MCV2","Measles-containing vaccine, 2nd dose",83
"BEL","Belgium",2009,"MCV1","Measles-containing vaccine, 1st dose",95
"BLZ","Belize",2009,"MCV2","Measles-containing vaccine, 2nd dose",92
"BLZ","Belize",2009,"MCV1","Measles-containing vaccine, 1st dose",97
"BEN","Benin",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"BEN","Benin",2009,"MCV1","Measles-containing vaccine, 1st dose",71
"BTN","Bhutan",2009,"MCV1","Measles-containing vaccine, 1st dose",94
"BTN","Bhutan",2009,"MCV2","Measles-containing vaccine, 2nd dose",79
